text,reason,label
but 1 - you can not delete zoom chat messages,unable to delete message in zoom chat,1
"my pin keeps getting an error, and it is right, so i try again another tmie",want to know when the next season is coming,0
but it does not what a disappointing app which version has virtual backgrounds?,app has virtual backgrounds,1
very good quality only that the quality depends on your network but very good service 10/10,good quality of service,1
loading time takes forever.,loading time takes forever,1
it does not let me relax during class.,good app for conducting online meetings and screen sharing,0
only problem. wish we could isolate each speaker in the break out room.,unable to load videos in my stuff list,0
good app of my experience but server problems,app is not useful,0
disable Indiana the settings but still feel switched on without urgent the mic,want to control features after update,0
should add a feature to delete messages and the room owner can set a sign for each member,unable to play cricket highlights,0
no player can focus in breakout.,sound does not work when connecting to a conference,0
most of the time live streaming of ipl match is not available.,streaming quality is bad during ipl matches,1
"the app is great and useful but could you add a feature where you can mute someone but for the other participants they can still hear that person, it would be very useful if it was added",want to mute participant,1
i can not return part in any class along my iphone and my ipad too.,facing issues with bluetooth connection on macbook,0
please add more features for teachers,microsoft teams is better,0
this app is very helpful to collaborate with friends welcome,app is good for collaborating,1
can not delete messages pls do this issue otherwise good,android version needs improvement,0
i can not properly configure the application to work.,want to set up app,1
the camera function follow not displayed for me.,espn is bad,0
i can not log in while updating!,want to login without updating,1
i can easily log in to my account but not on my tablet idk why i tried to login it,signup is hard,0
the background does not change,good for watching live matches and movies,0
i can not record audio and video on this plateform for the future use.,want to record audio and video,1
translation from english to russian is zero.,want to record youtube video,0
later the last update i can not join zoom rooms :(,settings are not displayed on the screen,0
very practiced for remote virtual activities,ipad version needs improvement,0
you experience to switch the payment method.,want to use samsung j7 pro,0
"first off, the preveiws they put in the app store are so cringe.",app store previews are bad,1
a terrible application with disgusting controls.,want to open simultaneous rooms on phone,0
we need add close caption for deaf who can not hear please you can put add for close captions on zoom by wednesday morning,want to add close captions,1
the application does not support the ukrainian language.,want to use ukrainian language,1
i can not remove my profile picture please resolve this issue,want to remove profile picture,1
"sometimes hulu will completely not open, just a blank screen.",unable to connect meeting,0
it is very good the zoom along service is quite interesting to,using zoom for online classes is good,0
work properly on windows 11,features are missing,0
always has loading problems,app has frequent loading issues,1
"i can not use the exclusive skins because of how expensive it is, i prefer the pou",want to use exclusive skins,1
app is splashed out while the network is so strong i rated 3,app is splashed out while the network is good,1
"in this situation, it is not possible to pay for a subscription in russia!",want to get subscription in russia,1
"the zoom has always worked very well, it is very convenient, but recently it has become hanging,",app hangs sometimes,1
supposedly my profile pin is incorrect.,unable to enter profile pin,1
the meeting will start but in zoom you install the app of zoom its not start properly without app,want to start zoom without app,1
zoom will not let me produce sections and also will not let me pop or subscribe,regestration freezes out,0
the ui can be improved,want to write messages,0
"i watned to see something with you, my app seems to be outdated because they said that new episodes of the owl house came out",want to remove content from continue watching list,0
zoom does not update me anymore,want lite version of app,0
zoom freezes the iamge and sounds that cannot be seen and heard at unexpected times.,want to insert display picture,0
movie audio is often too low and of poor quality.,video sound is low,1
great for chat room,chat room experience is good,1
it is ridiculous to pay for something you do not want to use anymore.,do not want to use the app,1
nice and easy to make get together.. hope everyone can sleep together how to use this,good for remote management,0
how can people who can not own a laptop.,want to own a laptop,1
i forget my password and tried to set new password via email,want to reset password,1
"can not install, whereas sy again need bgt for school instead can not install",want to install bgt,1
best cyclosis avail ever.,create dodol zoom,0
zoom will not tell me create an account.,app subscription is not worthy,0
provide screen recording features without permission of host,want screen recording feature for viewers,1
atomic number 53 adjust my volume,unable to play movies,0
i can not hold any meetings!!,want to hold meetings,1
the content is not bad but not rich enough.,streaming content is less,1
my app is closing automatically repeatedly while streaming,android version is not the same,0
"he often does not let me into the confib because i allegedly write an incorrect config code, although everything is correct",want to open confib,1
"also, for the life of me, can not seem to find a way to add different backgrounds.",want to use backgrounds,1
"thanks for this good application, however i suggest integrating voice calls and chat",want to register for 3 devices,0
iodine love that i can use zomo to watch my kids school activities/functions that differently i would not be able to do,unable to use with jio tv,0
worst ping issue in this app,facing app ping issue,1
zoom is amazing i can zoom anywhere and anytime but sometimes my internet goes down,zoom is amazing,1
please add hindi subtitles,want english subtitles for hindi serials,1
my meeting but alas audio missing,accidentally disabled email authentication in the settings,0
i can not leave the class finish,want to leave class,1
in that respetc is not even a way to contact in any settings on the app.,want to access zoom from webpage,0
great for meetings and online yoga classes.,good for yoga,1
"they have just set up a very annoying update with a terrible good every time i tap on mute/unmute micro, and there is no way to invalid that.",unable to sign up for hulu,0
but it would be best if we had the option of sharing only sound through and through android devices as well.,customer service is good,0
we need add close caption for deafen who can not pick up please you can put add for close captions on zoom by wednesday morning,want to create meetings,0
and i cannot enable the original voice,want to enable original voice,1
i can not connect to my meeting.,want to connect to meetings,1
great way to meet long distance people,good for meeting long distance people,1
hard to store can not do it,want to store items,1
"would be even better if zoom could silence the computer notification sounds, like incoming emails.",want to mute computer notification sounds,1
"the app version is the previous version, but the practical background tab is missing.",want to share screen on ipad,0
"hope the developer optimizes the application better for this table line, and should update the language switch section in the application.",language switching section should be updated,1
please improve audio and video calibre.,want to change zoom pfp,0
great means to video chat family and friends when you do non have facebook messenger or an iphone for facetime.,want to stop downloading emoji package,0
technical support does not respond.,want to contact technical support,1
please add a meeting volume adjust,pip is not working,0
it is impossible to write because the pen pressure is severely cut off and the lines are printed out sharply,want to write because the pen pressure is cutoff,1
can record audio .,conference did not work,0
the app is easy to use but sometimes my mic and camera does not work on zoom.,bad app to watch ipl,0
bluetooth option plays through phone speaker option playstation speaker on phone will not connect to multiple devices.,unable to view live matches,0
"and antiophthalmic factor always we need mroe features for ipad and iphone like ""save contact name and number"" and also new backgrounds and filters.",want to create regestration,0
it will not Lashkar-e-Tayyiba Maine transfer the disney application to samsung tv,android app does not allow direct screen sharing of video,0
netflix is cheaper than disney+.,disney+ is cheaper than netflix,1
the subtitles are a mess.,subtitles are bad,1
every time i update my profile picture and join a meeting the profile picture looks blurred.,tablet version has limited features,0
this app is best for online class conducted by school .,good for remote virtual activities,0
"video, sometimes audio as well, turns black intermittently when switching split view on ipad.",video turns black intermittently when switching split view,1
i love all the shows available on hulu,want to use whiteboard,0
it takes a long time to connect to the tv via chromecast.,want to modify subtitles,0
what about croatian subtitles?,want croatian language subtitles,1
my biggest complaint is the inability to turn off the intergeated calling features.,want to turn off intergrated calls,1
now it does not work on oneplus,unable to use with jio tv,0
"please update this, so that face filters work on things like ipad minis and such.",want to use face filters on ipad,1
a great app to check on punt and squad stats,screen sharing is lagging,0
"the app is terrible, although it has most of the things i like to watch, but it does not issue if it does non work",want to connect to wifi,0
the application is unstable on tablets.,app is unstable on tablets,1
the truth is that my zoom is very good what i would like is to be able to put the profile picture,unable to view profile picture,1
it is simply impossible to study!,blurred background not a option,0
this app is not suitable for meeting,app is not good for online meetings,1
not great to use zoom on ipad.,app is not working in ipad,1
how to lay virtual background in mobile along zoom??,want to unlock camera icon,0
technical support does not respond.,espn+ is bad,0
very good practical application and very practical for remote meetings,getting disconnected from waiting room,0
pip does not work.,want to put wallpaper for cell phone,0
it make up the best app for chitchat and meetings,want to multitask without switching video,0
i love just i wish they would add more animes,want anime content,1
the app is a great problem because there are not some film that to be,platform has poor quality of content,0
i have a problem with my moto g20.,not getting connected to an important meeting,0
new stickers are not downloading,unable to load even after reinstalling the app,0
while highlights during ads it starts buffering,difficult to download,0
the app logs me out everytime it updates.,app keeps logging out,1
"even with vitamin A high speed internet, the app always lag.",subtitles are too small,0
I cause been trying to cancel my subscription for a patch,want to have all settings,0
"he often does non let me into the confib because i allegedly write Associate in Nursing incorrect config code, although everything is correct",want to add sharing options,0
"glitches, polls freeze or do not work.",polls freeze or do not work,1
"hello, i would like you to put wallpaper for cell phone because mett already did it xd",good for watching childhood movies,0
I would like zoom to be able to work in background with picture in picture video like facetime does.,want the app to run in background with picture in picture video,1
this is amazing app for live streaming,want to download stickers,0
"in addition, the subtitles are too small, and the size of the subtitles cannot be changed when running on a mobile device, which is very difficult to use.",subtitles are small on tv,1
delight put the controls at the bottom of the screen.,want to sign up for the program,0
i can not set background filters in my android device,want to use background and filters for android,1
i missed a very important meeting because zoom does not work on my new samsung galaxy phone,want to use zoom on cell phone,1
too raised hands are not brought to the nominal head of the screen order,want to change image,0
audio keeps out of sync.,unable to put background image on phone,0
"also, lately hulu has not been loading episodes queues for shows!",unable to view the list of episodes on hulu,1
"it is slow, still buffering.",app keeps stopping unexpectedly,0
otp is not received,phone battery is not starting,0
bullsh!liothyronine having trouble trying to sign to class but saying idk,want to participate in morning service,0
this app does not work well on tv,unable to use app on the tv,1
i am not able-bodied to join with my data point.,want to find microphone button,0
i can not watch games,unable to load page,0
"i am having problems finding my recording after i recorded a zoom meeting on my samsung tablet, please help me",app is very bad for live streaming,0
whenever i start to play something the app hangs and then crashes.,want to remove ads,0
internet lags when there is a conference,internet lags when there is a conference,1
the app does not work often.,app is not working frequently,1
there should be a way we can cast zoom into a tv.,want to cast zoom into television,1
great way to connect!,good for connectivity,1
"i can not get full screen view for video meetings on android , what??",want to view video meetings on android,1
i can not talk in class,want to speak,1
* and it is the one i use for everything but the sharing function is very limited and difficult i cannot share videos or the sound of the ipad among other things like on computers,want to share videos,1
notifications do non work properly.,app is slow compared to other platforms,0
the mail deos not make for them.,good for conveying material,0
why can not one stream my meeting to my Malus pumila tv.,video quality needs improvement,0
dvr shows do not stretch.,recent update is bad,0
difficult to get started to host angstrom meeting,want to add feauters,0
"if the desktop translation can still be used at the rattling least, then the application is generally useless",want to turn on orientation lock,0
subtitles go off the screen.,subtitles go off the screen,1
"great app for remote conferences and meetings, never any glitches or issues!",keyboard and speaker is lagging,0
I am sorry i can not make zumbang.,want to make zumbang,1
I am tired of disney,want blurred background feature,0
"when there is a problem, support is non-existent.",customer service needs improvement,1
how to save data or use less,want data saver option,1
i need to uninstall it and reinstall it,want to reinstall,1
at that place is not touchup alternative available as yet,want to know the status of the owl house season two,0
too dangerous for my children.,bad app for children,1
will not even let me create an,unable to watch movies and shows,0
audio on the headset does not work,want to hear audio on headset,1
i can not remove my profile picture please resolve this issue,app performance is bad despite good internet,0
why are the commercials so loud.,easy to login for kids,0
it is nice to have a star wars and marvel category.,good for watching star wars and marvel movies,1
I am always pushed out of a meeting and this app always needs constant upgrade which eats my data way too much,getting pushed out of meeting and updates are too frequent,1
there is a bug that the zoom screen hardens on iphone xs (ios15.2.1).,screen freezes on iphone,1
:can you just add some more of backgrounds like:,want to add more backgrounds,1
"information technology is axerophthol pity, i do not why western ukraine was blocked.",want to add blurred virtual background option for android,0
I am trying to film my youtube video and it leave not let me go on in that respect,want to connect audio to smart tv,0
you need to improve in connectivity in gmails,want to improve connectivity in gmails,1
"3 adept, because the camera cannot be turned on separately from the mike",want to control the volume while using headphones,0
it is nice to have a star wars and marvel category.,want to remove profile picture,0
"the application fu, we learn from it and the emoticons are not beautiful there",emoticons are not beautiful,1
streaming is very poor.,live stream quality is poor,1
too dangerous for my children.,good for streaming,0
overheats while on videocall you need to add the option to control quality of video for smartphones as well.,want to add video quality control,1
I am always pushed out of a meeting and this app always needs constant upgrade which eats my data way too much,want to hear sound when sharing screen,0
this app is not working in qatar..,unable to open app in middle east,1
"i mainly use it for yoga lessons, but one hindquarters no longer turn off the center camera in the control center, and i can not capture the entire pose.",want to unmute audio,0
its not connecting to internet,want to cancel account,0
"every first time it catches the upgrade, but the upgrade does not work.",upgrade does not work,1
"hello, i would like you to put wallpaper for cell phone because mett already did it xd",want to put wallpaper for cell phone,1
break elbow room feature is not available on mobile adaptation.,good for cricket and serials,0
i got unavailable version of information technology background renewal feature,want to turn off sound,0
no option to change background when using android phone,want to change virtual background,1
unfortunately there is no possibility to share a video with sound!,want to record audio while screen recording,0
"because of this, i can not sign in to zoom.",unable to login,1
topnotch easy to use,want to connect to high speed net,0
every time i open the app it freezes,app freezes automatically,1
very lag not able to do classes or meetings,want to do classes or meetings,1
i stopped working because of an error 83,getting enter code 83,1
"also, i have espn+ axerophthol part of the disney bundle, merely can not watch 3/4ths of the events in this stupid app because i ""do not have a cable provider"".",want to get a picture,0
it is good but only for pcs and laptops,good for pcs and laptop,1
"it never stops, icons are not handy, it joins by video as default.",want to have all settings,0
no virtual background or blur funtion for samsung galaxy tablet s6,want to use virtual background for samsung galaxy tablet s6,1
"direful app, not optimized, works",unable to use hulu with disney+ bundle,0
we can not share/play the in the app otherwise it would be the best,transition from vertical axis to horizontal axis disables the application,0
what a disgusting application makes us pass classes,want a refund,0
they do not take my birthdays ( I am adult) and does not let me sign up,want to sign up for birthday account,1
"very good, contains emoji filters and backgrounds",good for emoji filters,1
"really great app using just ""basic"" (or free.) version.",want to use chat background,0
ads are too lengthy.,good for watching old people fall down stairs,0
this does not register background,want to record meeting from smart phone,0
i do not know why my zoom can not use the backgroud[?],want to use zoom function,1
it is great that you can watch out your movies from your phone.,unable to load the episodes list,0
very bad highly data usage,app keeps getting splashed out,0
fix the blur feature.,want to fix the blur feature,1
but i haev a request to large the size of the wating elbow room notification.,want to use zoom on cell phone,0
"it is a shame that once the meeting cause started, you can non reach the settings anymore.",want to attend lectures,0
i do not understand what the point of this app is when you can not even click the sign in button smh,want to click sign in button,1
how to sign up out acc just crazy chinese,internet is slow,0
hope creative manufacturers can add block function to not mind the matching trg is not worth having,want block function,1
it personify vitamin A great help for multiple events.,ui/ux is good,0
"terrible gameplay, bad graphics, bad characters, this game is bad",unable to load due to error,0
i not like because my phone battery heat really much and my i phones battery is dead and my phone is not starting,app requests to login frequently,0
will not let me even install it,want to install,1
cannotget in a meeting miss school,want to go to school,1
but i have a request to large the size of the wating room notification.,want to increase notification size,1
extremely good interface and clear quality conferencing,want to enter the year of birth,0
dismiss not suck send away not regestration they say at the moment registration is,want to share screen on mobile,0
I am watching a series there is no way to go back to the first episode,good for connecting with youtube,0
"forever crashes, the phone runs out of battery quickly, there are always some problems with the sound and picture quality, it also does not always send messages in the chat",phone runs out of battery,1
"it is a good app and i am happy for this app but please give the virtual background option on this ipad mini , please i am pleasing you to give the option.",want to get virtual background option in ipad mini,1
the zoom app always dissapear ever i run it background.,live streaming has issues,0
unable to configure anything.,zoom app is slow,0
it is way better than microsoft teams!,app is better than microsoft teams,1
this app is my favourite but there is a problem that is in most of the time i can not enter the meeting although my speed of the net is fast and one more problem is there i.e. we can not use virtual background in smartphone .,want to get virtual background option and unable to join meetings,1
is nice and good but am induce some network issues with this app,sound in wireless headphones is off intermittently,0
i could not uninstall the headphones and i had to see it so bad on wozap,want to uninstall headphones,1
can someone tell my how to start a call?,want to start a call,1
a great tool to connect and share with groups,good for sharing with groups,1
not getting connected to an important meeting,not getting connected to an important meeting,1
so you can delete your posts,app takes too long to login,0
"i see an approval error, but what is the problem?",disney plus is bad,0
i need to reduce the size of the app because the current 15 gb device contains 16gb erase all unnecessary apps then many memories can not be deleted,want to reduce the size of app,1
the test mode does not work.,test mode does not work,1
it is a good app but background and flitters are not working for 2gb smart phones,app is not working for 2gb smart phones,1
once me and my friend where trying to watch a movie but when she tried i could not see it and when i tried she could not see.,want to view video together,1
looking forward to adding the background to the zoom meeting,want to add background feature,1
very hard to get in touch with customer support.,want to play video in app,0
your service is very bad because zoom app is not installed,mobile app is bad,0
i force out not download this whizz along app,want to connect for a single nano second,0
it helps only amend the quality lgii.,good for table management,0
"-files are being sent very slowly, even sometimes canceled.",raised hands are not brought to the front of the screen,0
"unfortunately, i have to rate the app poorly because it simply does not work.",app performance is bad,1
how do i switch to paid content?,want a different picture setting for privacy,0
the mobile version does not allow me to receive document format files.,mobile version does not allow document format files,1
so i got the disney plus bundle and it will not let me use hulu,unable to use hulu with disney+ bundle,1
he will not let me put filters,want to apply filters,1
app is great.but too many ads.,too many ads in app,1
cricket highlights are not running properly,unable to play cricket highlights,1
"when you try to log in through an institutional account, you enter a loop that ends 6 hours later without actually signing you in.",want to login using institutional account,1
it was good before the last update but now has become worst everytime,want to connect,0
"it does not load all the episodes like its supposed to .it was working perfectly a week ago, but after the update it messed it up badly.",sound keeps playing even after closing the app,0
"the application is just disgusting, it constantly lags the sound despite the fact that i have a samsung galaxy s21 phone!",app is slow and facing issues with audio,1
wonderful to still connect to our love ones despite the covid 19,good for meeting loved ones,1
the program constantly crashes when the internet is stable.,want to watch free movies,0
"hi, i have black screen when i switch to see active speaker.",receiving black screen to view active speaker,1
does not support android tablet nor iphone tablet,amount getting deducted without any notification,0
a large delay when computer windowpane from a 4k to an ipad.,app keeps stopping unexpectedly,0
i tried re-installing the app and did not fix the issue.,want to watch new owl house episodes,0
this app is respectable for playing all sports and movies .,want to install app in mobile,0
app is splashed out while the network is so strong single place 3,want to mute phone,0
"very good app, but after the last update it shows a white line on the left of the screen",app shows a white line on the left of the screen,1
"terrible, you use it a couple of times normally, but then it crashes ridiculously when you start it, and so on, until you uninstall and install again, that is horrible, fix it.",have to reinstall the app due to frequent crashes,1
but it does not support arabic language..,app locks up,0
it tells me that you can not associate to the host.,best quality from all streaming platforms,0
i recently got the 1 year subscripiton but am unable to watch the live match.,conference did not work,0
it is really helpful to be abel to mute other people on zoom if they are accidentally unmuted or saying wrong things.,want to connect from android,0
"no toolbar on screen, no default sound, dumb prog, ran wild",want to use default sound,1
i can not open my voice disabled my image is decent either,unable to put background on android phone,0
"the whole point of download is to vigil offline, but the app wants you to be connected.",want volume adjust feature,0
"one of the worst apps i have to use, because i do not have other options to watch cricket in us.",want to get subscription in russia,0
the sound is bad.,want to switch audio to stereo,0
and they will not release episodes on time.,want episodes to be released on time,1
lots of great shows and movies to stream.,good app for watching shows,1
sound testament non play on ipad after ios update.,want to record video,0
on-line meeting make up nice,unable to use on galaxy devices,0
i have to uninstall and install information technology again to get information technology working again.,subtitles are bad,0
google duo is a much easier app.,unable to download movies,0
"after the outbreak of the war, you can not connect from any gadget.","good for watching movies, series and cartoons",0
disappointing even makes me unable to go to college!,want to go to college,1
the application crashes a lot and i can not understand my meetings and also it takes a long time to let the meeting in please fix it,good quality of sound,0
the stream version of hulu is not compatible with ios version 15.quatern.,want to add feauters,0
it would also be ameliorate to sum brightness adjustment.,chat feature needs improvement,0
it takes forever to download the app.,download speed is very slow,1
", i entered it, the code did not pass and it is not correct.",unable to use vpn,0
this app will not let me register with facebook or my google account.,want to register with facebook or google,1
bluetooth support is horrible.,bluetooth support is bad,1
the links do not open me and it tells me error 1132 all the time ane deleted it,want to put emoji on the corner of screen,0
no button to possibly adjust it.,want to adjust button,1
"now i have a zoom lesson, and it will not load",want to load zoom video,1
i can non find the background settings when i update it,language is not understandable,0
i can not change my background when I am using my phone,unable to set virtual background on mobie,1
please add free resources for teachers,want to add free resources for teachers,1
"since a recent update, i can no longer see people in breakout rooms.",want to see people in breakout rooms,1
i need to wait a long to login,getting blank screen after launching the app,0
zoom freezes the image and sounds that cannot be seen and heard at unexpected times.,zoom freezes the image and sounds,1
the app crashes frequently.,app is crashing,1
it takes a long time to install,installing process is time consuming,1
i can not play because my cell is locked,want to play because cell is locked,1
"can not register, plus the lack of ukrainian please correct it and put a good assessment",hulu has become bad,0
network connection is not good and video quality is not good,video quality is bad and facing network connection issues,1
the names of the group members change places.,group members change places,1
so i keep tapping and the unmute button still does not appear,app has good features,0
is this app good for watching live?,auto zoom does not work with android auto,0
i tin can not watch it on android!,improve quality of lgii,0
merely demand a little bit improv like adding moveable background and other.,want to view virtual images after updating the app,0
will not let me download episodes,unable to download episodes,1
constant crashes and problems,accidents and problems,1
specified the real age writes that you can not enter the zoom game some kind of come up with and not a peeling,want to enter a game,1
better than the previous update,new update is better,1
it is a good app but it does not let me enter what it says in the app store that it is for 4 years and older,want to enter the app,1
"the android version is not the same, it requires an update when the latest one is downloaded!",support option does not work,0
tv is so bad.,viewing experience is bad,1
does not allow me to see more than 4 screens despite having enough screen space for more (tablet).,want to see more than 4 screens,1
but ui is a bit too laggy,ui/ux is slow,1
you can provide subtitles,want to add subtitles option,1
this app is very good for video conferencing.,good for video conferencing,1
why can not i edit meeting settings from mobile app ?,app promotes homosexuality,0
why should subscribers pay their money and get disappointed all the time?,unable to use background camera,0
android app does not allow direct screen sharing of video from phone.,android app does not allow direct screen sharing of video,1
do not use background in video,app is slow while opening,0
having to watch a 30 to 40 second ad for a 45 second highlight is just unacceptable.,getting ads frequently,1
it will not load after i logged in.,unable to load after login,1
good spending time app,good for spending time,1
it is very useful to children's in lock down time,good for children in lockdown time,1
i think it is not a good idea to use the android phone and the android filter,android phone and android filter are bad,1
the app is really good simply a bit expensive.,want to register in zoom,0
"i uninstalled it and tried to install it again, but i could not.",want to reinstall the app,1
i am currently unable to activate subtitles Indiana spanish.,good for korean lessons,0
i could not watch my favourite serials.,unable to watch movies and shows,1
i use it with protagonist and family it great,app is easy to update,0
good spending time app,want to use app as vip paid user,0
add arabic to the application,want to switch to paid content,0
perfect for multi tasking,good for multi tasking,1
it starts buffering even if you have a good internet connection.,want to hear audio during meeting,0
but i never found the microphone button.,want to find microphone button,1
"card automatically withdraws money, bash connect to a professional plan or business",want to send messages to friends,0
"but every time your phone number could not be saved, please try again",want to upload file attachments,0
but soon the screen turns black and,app shows black screen,1
please give us an update because the app is completely frozen as soon as it is opened.,app locks up frequently,1
"i use to use zoom on both my tablet and mobile with same account in same time, so it very easy to switch between device and its very useful.",ability to use zoom on mobile and tablet,1
"sometimes, the video does not ferment either.",want to see meeting room information after turning off the video,0
i have high speed internet and video is getting stuck.,video keeps getting stuck while playing,1
i cannot attend zoom meetings by 10 days,want to attend zoom meetings,1
"it is unacceptable that it is not possible to mirrro the image and audio natively in the application, if you want to use an android gimmick and mirror the video to the tv on google chrome cast you keister only be able to use the google home app but the audio does not mirror, it is muted and ridiculous!",need dark mode on ios,0
the sound of the rules can not be,sound of the rules cannot be heard,1
"terrible application, contains audio and sound errors, installation errors, hides the functions.",app has audio and sound errors,1
too long why.my updat is taking me too long please chich it,update is taking too long,1
my invitees cannot join my meeting,good to rewatch classic disney content,0
the sound is constantly glictching!,want to meet friends,0
then it does not let meetings in and it comes out that the password is incorrect,want to lock orientation of screen,0
great way to fitting retentive distance people,want to sign up for birthday account,0
the caption on the android smart tv started to look bad 2 days ago,missing a class,0
i can not download emoji's.,want to adjust subtitle size on chromecast,0
video and audio are loud and clear,video and audio are loud and clear,1
i have not been able to enter the room,want to access the room,1
the app is lagging while playing video.,app is good for kids,0
it keeps loading although my network is stable.,app keeps loading while having stable network,1
"the graphics are very bad, and it takes time to load the skins",want to load skins,1
does not work properly on windows 11,want support for windows 11,1
pip is not supported.,file transfer in chat is not possible,0
i can not connect to this app,want to connect to app,1
"it is reasonable, i have an account problem, zoom does not recognize my email password, so i can not create my meeting room",audio is choppy,0
it will not go to the password screen.,unable to enter password,1
for multiple months today viewing is not when tv shows or movies via chromecast.,camera cannot be turned on separately from microphone,0
please add new feauters in this app.,want to add feauters,1
very bad i can not even update it worst,frequent updates are annoying,1
my app server goes down when i try to join my class.,app is bad for time management,0
"poor connection of both video and audio, inconvenience of use, can not register normally, constant crashes and freezes.",app crashes frequently and facing network connection issues,1
provide screen recording lineament without permit of host,video resolution is low,0
i am unable to blur my background..,want to blur the background,1
the video is on a regular basis frozen,want to cancel transaction,0
specific problems: - the transition the vertical axis to the horizontal axis the application,getting incorrect password error,0
hulu is not working on my phone.,unable to use hulu on phone,1
"it is really annoying that zoom still auto-rotates the meeting ui, even though my tablet's auto-rotate setting is turned off.",app auto rotates in meeting even after disabling auto rotate feature,1
when you share screen in ipad your camera will shut down,camera shuts down during screen share,1
you need to make it possible to manage the simultaneous rooms through the application.,want to manage multiple rooms,1
poorest service very disappointed,poor quality of service,1
it does not charge on my cell,viewing experience is bad,0
cannot use zoom as a vip paid user.,want to use app as vip paid user,1
"hulu, you have an app problem!!",need to fix bugs on app,1
and how are the camera sport set up?,online classes are bad,0
weblink does not work on ipad web browser(google),app freezes when signing in with google,0
turn camera and microphone off as a default.,turn camera and microphone off as a default,1
why not put subtitle settings?,unable to select subtitle,1
i need to listen inwards the language thanks,app scores are getting lower,0
please add 240p or 360p for watching videos.,app is bad and unable to load,0
best platform for entertainment,best entertainment platform,1
the video is faulty and it is difficult to use.,receiving incorrect access code message,0
the pc version is very good.,desktop version is good,1
somehow it works better along cell phone than along my laptop,app keeps stopping unexpectedly,0
"lots of features, but chat boxes keep blocking the presentation",chat boxes are blocking the presentation,1
phone calls drop all the time,phone calls drop all the time,1
it makes remote meetings easier,good app for remote meetings,1
yes pls put backgrounds in android devices like mobiles and phones it would be a great help beacuse most of the people do not have laptops and,want to put backgrounds in android devices,1
x please menurge this application and the installation does not work for me,installation error occurs,1
app worked fine until last update now i can not open the app on my pixel 5 at all.,unable to enter meetings,0
use google meet instead.,google meet is better,1
for some reason lately the app has not loaded.,facing device heating issue,0
downloaded emojis which are useless.,best entertainment platform,0
think i need to specialize in computer science and parallel to english.,service is good for the price,0
the video is regularly frozen,video freezes,1
i can not log in to facebook,want to login with facebook,1
can not join a meeting from a tablet even after today's update,want to join a meeting from tablet,1
i want to personify able to deepen the position of the camera box zooming with a tablet or phone.,good for personal development,0
i even could not add my phone number.,want to add phone number,1
miss of good movies.,want to turn on camera,0
a have to delete all my apps to install this,want to delete apps,1
but it live saying ensure that no other apps are using camera and the update makes the app worst there is no more option of enable original sound,good app for conducting video calls and meetings,0
- you can not control audio from the app if you dial in on the phone,want to control audio from app,1
ta good the app to talk to friends long distance,good for long distance communication,1
i can no longer pass classes,want to pass classes,1
excellent supervision of app,good for app management,1
good app but no background why ?,facing issues with bluetooth audio devices,0
"information technology is good except you canot record on the ipad version, and you cannot have the chat up and see the screen.",microphone is not working when joining from browser,0
host functionality is really glitchy on tablet or phone.,unable to use subtitles on chromecast,0
"if you pass the edge authentication, you will not be able to open zoom.",want to use zoom,1
update: got pip mode but still controlling/remote control of shared device not available for android.,pip mode is not available for android,1
it is not possible to connect headphones,want to connect headphones,1
"it really takes up space on my phone, so bad",app takes too much memory space,1
"really great app using just ""basic"" (or free.) version.",basic version is good,1
please note that share screen does not work in zoom with android.,want to share screen on mobile,1
it helps me a lot with regards to my spiritual needs.,good for spiritual needs,1
good for commercial enterprise promotional,good for sharing with groups,0
every time i want to log in i have to log in.,app requests to login frequently,1
"subtitles are also often broken, otherwise they just can not keep up with the speed of the conversation, and sometimes there are no subtitles at all.",unable to use on android or fire stick,0
wish it worked better on ipads,ipad version needs improvement,1
i enjoy using zoom for my recovery based meetings and individual meetings with other family members that i have not seen for a long time,use zoom for recovery based meetings,1
i can not update this app,app keeps downloading emoji package,0
user of this app is very good.,want to login using institutional account,0
episodes do not load.,unable to load the episodes list,1
it will let watch or load on my android,unable to login since the update,0
10/10 can i have my family with my teacher and in force quality,do not want the subscription,0
good for business promotional,good for business promotions,1
add virtual park screen on android please,app uses too much data in 20 minutes,0
cloud zoom apps are very helpful when it comes to youdating to follow remote programs.,cloud zoom apps are good when it comes to following remote programs,1
"call quality is outstanding, a big thank you to the developers",want to login with apple id,0
my zoom app has not install plz hlp me,passwords are saved on the device,0
please stop detecting phone model and jus enable vbg for all devices.,want to enable vbg for all devices,1
continuing watching but not being able to click on a different episode is ridiculous.,unable to get next episode button,1
getting too many notifications.,unable to view ipl matches,0
how i set my profile pic at zoom,want to set profile,1
extremely bad service .,customer service is bad,1
"the app for school is good, only the quality of the video conference is bad and+there",video conference is bad,1
"i can not put emojis from my cell, that is the only detail",receiving 403 error,0
the absolute worst telecasting app out here.,want anime content,0
"ask to drop data (name, surname, email) and send incomprehensible links to some conferences.",want to connect to google,0
can not change your mic setting while guide along someone else's,good for streaming,0
"if you pass the edge authentication, you will be able to open zoom.",want to login without updating,0
"very useful, and convenient for school meetings, etc.",want to block calls while in zoom meeting,0
online meeting is nice,good app for conducting online meetings and connecting with people,1
dose not allow me to ensure more than 4 screens despite having enough screen space for more (tablet).,passwords are saved on the device,0
but it takes so much battery and net,battery and data consumption is high,1
